ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
47,publicidade e propaganda,search log,publicidade e propaganda - Contrato de publicidade,"publicidade e propaganda - Contrato de publicidade, Princípio da publicidade","publicidade e propaganda - Contrato de publicidade, Princípio da publicidade, Branding","publicidade e propaganda - Contrato de publicidade, Princípio da publicidade, Branding, Agência de propaganda","publicidade e propaganda - Contrato de publicidade, Princípio da publicidade, Branding, Agência de propaganda, Marketing","publicidade e propaganda - Contrato de publicidade, Princípio da publicidade, Branding, Agência de propaganda, Marketing, Promoção comercial","publicidade e propaganda - Contrato de publicidade, Princípio da publicidade, Branding, Agência de propaganda, Marketing, Promoção comercial, Adware","publicidade e propaganda - Contrato de publicidade, Princípio da publicidade, Branding, Agência de propaganda, Marketing, Promoção comercial, Adware, Marca","publicidade e propaganda - Contrato de publicidade, Princípio da publicidade, Branding, Agência de propaganda, Marketing, Promoção comercial, Adware, Marca, Faturamento","publicidade e propaganda - Contrato de publicidade, Princípio da publicidade, Branding, Agência de propaganda, Marketing, Promoção comercial, Adware, Marca, Faturamento"
48,processo seletivo e sistema s,search log,processo seletivo e sistema s - Seleção de pessoal,"processo seletivo e sistema s - Seleção de pessoal, Sistema de computador","processo seletivo e sistema s - Seleção de pessoal, Sistema de computador, Seleção","processo seletivo e sistema s - Seleção de pessoal, Sistema de computador, Seleção, Concurso público de provas e títulos","processo seletivo e sistema s - Seleção de pessoal, Sistema de computador, Seleção, Concurso público de provas e títulos, Concurso público de provas","processo seletivo e sistema s - Seleção de pessoal, Sistema de computador, Seleção, Concurso público de provas e títulos, Concurso público de provas, Sistema de ensino","processo seletivo e sistema s - Seleção de pessoal, Sistema de computador, Seleção, Concurso público de provas e títulos, Concurso público de provas, Sistema de ensino, Opção","processo seletivo e sistema s - Seleção de pessoal, Sistema de computador, Seleção, Concurso público de provas e títulos, Concurso público de provas, Sistema de ensino, Opção, Sistema Nacional de Avaliação da Educação Superior","processo seletivo e sistema s - Seleção de pessoal, Sistema de computador, Seleção, Concurso público de provas e títulos, Concurso público de provas, Sistema de ensino, Opção, Sistema Nacional de Avaliação da Educação Superior","processo seletivo e sistema s - Seleção de pessoal, Sistema de computador, Seleção, Concurso público de provas e títulos, Concurso público de provas, Sistema de ensino, Opção, Sistema Nacional de Avaliação da Educação Superior"
49,modalidade de licitação,search log,modalidade de licitação - Tipo de licitação,"modalidade de licitação - Tipo de licitação, Dispensa de licitação","modalidade de licitação - Tipo de licitação, Dispensa de licitação, Pregão","modalidade de licitação - Tipo de licitação, Dispensa de licitação, Pregão, RDC","modalidade de licitação - Tipo de licitação, Dispensa de licitação, Pregão, RDC, Inexigibilidade de licitação","modalidade de licitação - Tipo de licitação, Dispensa de licitação, Pregão, RDC, Inexigibilidade de licitação, Proposta de preço","modalidade de licitação - Tipo de licitação, Dispensa de licitação, Pregão, RDC, Inexigibilidade de licitação, Proposta de preço, Concorrência pública","modalidade de licitação - Tipo de licitação, Dispensa de licitação, Pregão, RDC, Inexigibilidade de licitação, Proposta de preço, Concorrência pública","modalidade de licitação - Tipo de licitação, Dispensa de licitação, Pregão, RDC, Inexigibilidade de licitação, Proposta de preço, Concorrência pública","modalidade de licitação - Tipo de licitação, Dispensa de licitação, Pregão, RDC, Inexigibilidade de licitação, Proposta de preço, Concorrência pública"
50,antecipação de pagamento,search log,antecipação de pagamento - Pagamento antecipado,"antecipação de pagamento - Pagamento antecipado, Dação em pagamento","antecipação de pagamento - Pagamento antecipado, Dação em pagamento, Pagamento indevido","antecipação de pagamento - Pagamento antecipado, Dação em pagamento, Pagamento indevido, Folha de pagamento","antecipação de pagamento - Pagamento antecipado, Dação em pagamento, Pagamento indevido, Folha de pagamento, Suspensão de pagamento","antecipação de pagamento - Pagamento antecipado, Dação em pagamento, Pagamento indevido, Folha de pagamento, Suspensão de pagamento, Adiantamento de férias","antecipação de pagamento - Pagamento antecipado, Dação em pagamento, Pagamento indevido, Folha de pagamento, Suspensão de pagamento, Adiantamento de férias, Atraso","antecipação de pagamento - Pagamento antecipado, Dação em pagamento, Pagamento indevido, Folha de pagamento, Suspensão de pagamento, Adiantamento de férias, Atraso, Reembolso","antecipação de pagamento - Pagamento antecipado, Dação em pagamento, Pagamento indevido, Folha de pagamento, Suspensão de pagamento, Adiantamento de férias, Atraso, Reembolso","antecipação de pagamento - Pagamento antecipado, Dação em pagamento, Pagamento indevido, Folha de pagamento, Suspensão de pagamento, Adiantamento de férias, Atraso, Reembolso"
51,concessão remunerada de uso de bens públicos modalidade,expression from LLM question,concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso,"concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Cessão de uso","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Cessão de uso, Autorização de uso","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Cessão de uso, Autorização de uso, Concessão administrativa","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Cessão de uso, Autorização de uso, Concessão administrativa, Concessão pública","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Cessão de uso, Autorização de uso, Concessão administrativa, Concessão pública, Domínio público","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Cessão de uso, Autorização de uso, Concessão administrativa, Concessão pública, Domínio público","concessão remunerada de uso de bens públicos modalidade - Concessão de direito real de uso, Permissão de uso, Concessão sobre domínio público, Cessão de uso, Autorização de uso, Concessão administrativa, Concessão pública, Domínio público"
52,citação válida falecimento,expression from LLM question,citação válida falecimento - Falecimento de responsável,"citação válida falecimento - Falecimento de responsável, Homicídio","citação válida falecimento - Falecimento de responsável, Homicídio, Falecimento de ministro","citação válida falecimento - Falecimento de responsável, Homicídio, Falecimento de ministro, Extinção","citação válida falecimento - Falecimento de responsável, Homicídio, Falecimento de ministro, Extinção, Morte encefálica","citação válida falecimento - Falecimento de responsável, Homicídio, Falecimento de ministro, Extinção, Morte encefálica, Nulidade","citação válida falecimento - Falecimento de responsável, Homicídio, Falecimento de ministro, Extinção, Morte encefálica, Nulidade, Nulidade de citação","citação válida falecimento - Falecimento de responsável, Homicídio, Falecimento de ministro, Extinção, Morte encefálica, Nulidade, Nulidade de citação, Execução","citação válida falecimento - Falecimento de responsável, Homicídio, Falecimento de ministro, Extinção, Morte encefálica, Nulidade, Nulidade de citação, Execução","citação válida falecimento - Falecimento de responsável, Homicídio, Falecimento de ministro, Extinção, Morte encefálica, Nulidade, Nulidade de citação, Execução"
53,garantia contratual patrimônio líquido mínimo,expression from LLM question,garantia contratual patrimônio líquido mínimo - Limite mínimo,"garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia)","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Caução","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Caução, Renda mínima","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Caução, Renda mínima, Fiança bancária","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Caução, Renda mínima, Fiança bancária","garantia contratual patrimônio líquido mínimo - Limite mínimo, Concessão de garantia, Garantia da proposta, Salário-mínimo, Capital (Economia), Caução, Renda mínima, Fiança bancária"
54,garantia de participação patrimônio líquido mínimo,expression from LLM question,garantia de participação patrimônio líquido mínimo - Garantia da proposta,"garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual, Limite mínimo","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual, Limite mínimo, Capital (Economia)","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual, Limite mínimo, Capital (Economia), Salário-mínimo","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual, Limite mínimo, Capital (Economia), Salário-mínimo, Ativo","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual, Limite mínimo, Capital (Economia), Salário-mínimo, Ativo, Preço mínimo","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual, Limite mínimo, Capital (Economia), Salário-mínimo, Ativo, Preço mínimo, Empresa coligada","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual, Limite mínimo, Capital (Economia), Salário-mínimo, Ativo, Preço mínimo, Empresa coligada, Garantia de empréstimo","garantia de participação patrimônio líquido mínimo - Garantia da proposta, Garantia contratual, Limite mínimo, Capital (Economia), Salário-mínimo, Ativo, Preço mínimo, Empresa coligada, Garantia de empréstimo"
55,despesas sem cobertura contratual multa,expression from LLM question,despesas sem cobertura contratual multa - Garantia contratual,"despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Despesa","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Despesa, Regime de execução contratual","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Despesa, Regime de execução contratual, Pagamento indevido","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Despesa, Regime de execução contratual, Pagamento indevido, Rescisão contratual","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Despesa, Regime de execução contratual, Pagamento indevido, Rescisão contratual, Declaração de inidoneidade","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Despesa, Regime de execução contratual, Pagamento indevido, Rescisão contratual, Declaração de inidoneidade, Gestão contratual","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Despesa, Regime de execução contratual, Pagamento indevido, Rescisão contratual, Declaração de inidoneidade, Gestão contratual, Sanção administrativa","despesas sem cobertura contratual multa - Garantia contratual, Custo não renovável, Despesa, Regime de execução contratual, Pagamento indevido, Rescisão contratual, Declaração de inidoneidade, Gestão contratual, Sanção administrativa"
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,uso de áreas comerciais em aeroportos pregão - Aeroporto,"uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio","uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio, Concessão de uso","uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio, Concessão de uso, Direito aéreo","uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio, Concessão de uso, Direito aéreo, Pregão eletrônico","uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio, Concessão de uso, Direito aéreo, Pregão eletrônico, Pregoeiro","uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio, Concessão de uso, Direito aéreo, Pregão eletrônico, Pregoeiro, Sistema aeroportuário","uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio, Concessão de uso, Direito aéreo, Pregão eletrônico, Pregoeiro, Sistema aeroportuário, Infraestrutura aeroportuária","uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio, Concessão de uso, Direito aéreo, Pregão eletrônico, Pregoeiro, Sistema aeroportuário, Infraestrutura aeroportuária, Pista de táxi","uso de áreas comerciais em aeroportos pregão - Aeroporto, Pátio, Concessão de uso, Direito aéreo, Pregão eletrônico, Pregoeiro, Sistema aeroportuário, Infraestrutura aeroportuária, Pista de táxi"
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento,"cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Estoque público","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Estoque público, Comércio","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Estoque público, Comércio, Estoque","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Estoque público, Comércio, Estoque","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Desestatização, Comercialização, Concessão de uso, Mercadoria, Estoque público, Comércio, Estoque"
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante,"capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Competitividade","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Competitividade, Qualidade","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Competitividade, Qualidade, Qualificação técnica","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Competitividade, Qualidade, Qualificação técnica, Capacidade operacional","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Competitividade, Qualidade, Qualificação técnica, Capacidade operacional, Capacidade econômica","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Competitividade, Qualidade, Qualificação técnica, Capacidade operacional, Capacidade econômica, Princípio da padronização","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Competitividade, Qualidade, Qualificação técnica, Capacidade operacional, Capacidade econômica, Princípio da padronização","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Habilitação de licitante, Atestado de capacidade técnica, Competitividade, Qualidade, Qualificação técnica, Capacidade operacional, Capacidade econômica, Princípio da padronização"
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo,"extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo qualitativo","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo qualitativo, Aditivo","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo qualitativo, Aditivo, Alteração contratual","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo qualitativo, Aditivo, Alteração contratual, Contratações públicas","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo qualitativo, Aditivo, Alteração contratual, Contratações públicas, Execução de obras e serviços","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo qualitativo, Aditivo, Alteração contratual, Contratações públicas, Execução de obras e serviços, Obra pública","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo qualitativo, Aditivo, Alteração contratual, Contratações públicas, Execução de obras e serviços, Obra pública, Contrato de desempenho","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Alteração por acordo, Obras e serviços de engenharia, Aditivo qualitativo, Aditivo, Alteração contratual, Contratações públicas, Execução de obras e serviços, Obra pública, Contrato de desempenho"
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor - Herdeiro,"responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público","responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público, Rol de responsáveis","responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público, Rol de responsáveis, Substituição de pessoal","responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público, Rol de responsáveis, Substituição de pessoal, Gestor substituto","responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público, Rol de responsáveis, Substituição de pessoal, Gestor substituto, Conduta omissiva","responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público, Rol de responsáveis, Substituição de pessoal, Gestor substituto, Conduta omissiva","responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público, Rol de responsáveis, Substituição de pessoal, Gestor substituto, Conduta omissiva","responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público, Rol de responsáveis, Substituição de pessoal, Gestor substituto, Conduta omissiva","responsabilidade do gestor sucessor omissão do antecessor - Herdeiro, Gestor público, Rol de responsáveis, Substituição de pessoal, Gestor substituto, Conduta omissiva"
61,projeto de parceria público-privada modalidade,expression from LLM question,projeto de parceria público-privada modalidade - Convênio,"projeto de parceria público-privada modalidade - Convênio, Empresa público-privada","projeto de parceria público-privada modalidade - Convênio, Empresa público-privada, Modalidade de licitação","projeto de parceria público-privada modalidade - Convênio, Empresa público-privada, Modalidade de licitação, Concessão administrativa","projeto de parceria público-privada modalidade - Convênio, Empresa público-privada, Modalidade de licitação, Concessão administrativa, Concessão patrocinada","projeto de parceria público-privada modalidade - Convênio, Empresa público-privada, Modalidade de licitação, Concessão administrativa, Concessão patrocinada, Termo de parceria","projeto de parceria público-privada modalidade - Convênio, Empresa público-privada, Modalidade de licitação, Concessão administrativa, Concessão patrocinada, Termo de parceria, Obra pública","projeto de parceria público-privada modalidade - Convênio, Empresa público-privada, Modalidade de licitação, Concessão administrativa, Concessão patrocinada, Termo de parceria, Obra pública, Prestação de serviço","projeto de parceria público-privada modalidade - Convênio, Empresa público-privada, Modalidade de licitação, Concessão administrativa, Concessão patrocinada, Termo de parceria, Obra pública, Prestação de serviço, Consórcio público","projeto de parceria público-privada modalidade - Convênio, Empresa público-privada, Modalidade de licitação, Concessão administrativa, Concessão patrocinada, Termo de parceria, Obra pública, Prestação de serviço, Consórcio público"
62,objeto do certame contrato social licitante,expression from LLM question,objeto do certame contrato social licitante - Licitação,"objeto do certame contrato social licitante - Licitação, Contrato administrativo","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Qualificação econômico-financeira","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Qualificação econômico-financeira, Licitante vencedor","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Qualificação econômico-financeira, Licitante vencedor, Habilitação de licitante","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Qualificação econômico-financeira, Licitante vencedor, Habilitação de licitante, Execução de contrato","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Qualificação econômico-financeira, Licitante vencedor, Habilitação de licitante, Execução de contrato","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Qualificação econômico-financeira, Licitante vencedor, Habilitação de licitante, Execução de contrato","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Qualificação econômico-financeira, Licitante vencedor, Habilitação de licitante, Execução de contrato","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Qualificação econômico-financeira, Licitante vencedor, Habilitação de licitante, Execução de contrato"
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde,"responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Transferências fundo a fundo","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Transferências fundo a fundo, Assistência à saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Transferências fundo a fundo, Assistência à saúde, Recursos públicos","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Transferências fundo a fundo, Assistência à saúde, Recursos públicos, Gasto com saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Transferências fundo a fundo, Assistência à saúde, Recursos públicos, Gasto com saúde, Conselho de Saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, SUS, Saúde pública, Transferências fundo a fundo, Assistência à saúde, Recursos públicos, Gasto com saúde, Conselho de Saúde"
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,pesquisa de mercado orçamento fornecedores - Pesquisa de preço,"pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estudo de viabilidade","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estudo de viabilidade, Estimativa de preço","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estudo de viabilidade, Estimativa de preço, Orçamento público","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estudo de viabilidade, Estimativa de preço, Orçamento público, Prospectar","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estudo de viabilidade, Estimativa de preço, Orçamento público, Prospectar, Comercialização","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estudo de viabilidade, Estimativa de preço, Orçamento público, Prospectar, Comercialização","pesquisa de mercado orçamento fornecedores - Pesquisa de preço, Orçamento estimativo, Preço de mercado, Estudo de viabilidade, Estimativa de preço, Orçamento público, Prospectar, Comercialização"
65,pesquisa de preços obrigatória em licitações,expression from LLM question,pesquisa de preços obrigatória em licitações - Pesquisa de preço,"pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Painel de preços","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Painel de preços, Proposta","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Painel de preços, Proposta, Índice de preços","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Painel de preços, Proposta, Índice de preços, Sinapi","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Painel de preços, Proposta, Índice de preços, Sinapi, Registro de preços","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Painel de preços, Proposta, Índice de preços, Sinapi, Registro de preços, Lei de Licitações e Contratos","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Licitação, Estimativa de preço, Painel de preços, Proposta, Índice de preços, Sinapi, Registro de preços, Lei de Licitações e Contratos"
66,vantajosidade adesão à ata,expression from LLM question,vantajosidade adesão à ata - Adesão à ata de registro de preços,"vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Aval","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Aval, Convenente","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Aval, Convenente, Acordo","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Aval, Convenente, Acordo, Princípio da vinculação ao instrumento convocatório","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Aval, Convenente, Acordo, Princípio da vinculação ao instrumento convocatório, Cumprimento","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Aval, Convenente, Acordo, Princípio da vinculação ao instrumento convocatório, Cumprimento","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Aval, Convenente, Acordo, Princípio da vinculação ao instrumento convocatório, Cumprimento","vantajosidade adesão à ata - Adesão à ata de registro de preços, Assinatura, Aval, Convenente, Acordo, Princípio da vinculação ao instrumento convocatório, Cumprimento"
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo,"compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Remuneração","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Remuneração, Medidas de compensação","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Remuneração, Medidas de compensação, Remuneração variável","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Remuneração, Medidas de compensação, Remuneração variável, Juros compensatórios","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Remuneração, Medidas de compensação, Remuneração variável, Juros compensatórios, Compensação financeira","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Supressão, Ajuste, Remuneração, Medidas de compensação, Remuneração variável, Juros compensatórios, Compensação financeira"
