ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
55,despesas sem cobertura contratual multa,expression from LLM question,despesas sem cobertura contratual multa - Rescisão contratual,"despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual","despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual, Garantia contratual","despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual, Garantia contratual, Despesa sem prévio empenho","despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual, Garantia contratual, Despesa sem prévio empenho, Despesa","despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual, Garantia contratual, Despesa sem prévio empenho, Despesa, Cobertura (Obra pública)","despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual, Garantia contratual, Despesa sem prévio empenho, Despesa, Cobertura (Obra pública), Sanção administrativa","despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual, Garantia contratual, Despesa sem prévio empenho, Despesa, Cobertura (Obra pública), Sanção administrativa, Despesa empenhada","despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual, Garantia contratual, Despesa sem prévio empenho, Despesa, Cobertura (Obra pública), Sanção administrativa, Despesa empenhada, Outras despesas correntes","despesas sem cobertura contratual multa - Rescisão contratual, Gestão contratual, Garantia contratual, Despesa sem prévio empenho, Despesa, Cobertura (Obra pública), Sanção administrativa, Despesa empenhada, Outras despesas correntes"
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,uso de áreas comerciais em aeroportos pregão - Aeroporto,"uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional","uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional, Pátio","uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional, Pátio, Pregão eletrônico","uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional, Pátio, Pregão eletrônico, Concessão de uso","uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional, Pátio, Pregão eletrônico, Concessão de uso, Estabelecimento comercial","uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional, Pátio, Pregão eletrônico, Concessão de uso, Estabelecimento comercial, Promoção comercial","uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional, Pátio, Pregão eletrônico, Concessão de uso, Estabelecimento comercial, Promoção comercial, Proposta","uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional, Pátio, Pregão eletrônico, Concessão de uso, Estabelecimento comercial, Promoção comercial, Proposta, Pregoeiro","uso de áreas comerciais em aeroportos pregão - Aeroporto, Aeroporto internacional, Pátio, Pregão eletrônico, Concessão de uso, Estabelecimento comercial, Promoção comercial, Proposta, Pregoeiro"
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento,"cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas, Abastecimento de água","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas, Abastecimento de água, Comércio","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas, Abastecimento de água, Comércio, Cessão de mão de obra","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas, Abastecimento de água, Comércio, Cessão de mão de obra, Cessão de pessoal","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas, Abastecimento de água, Comércio, Cessão de mão de obra, Cessão de pessoal, Cessão de herança","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas, Abastecimento de água, Comércio, Cessão de mão de obra, Cessão de pessoal, Cessão de herança","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas, Abastecimento de água, Comércio, Cessão de mão de obra, Cessão de pessoal, Cessão de herança","cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação - Central de abastecimento, Contratações públicas, Abastecimento de água, Comércio, Cessão de mão de obra, Cessão de pessoal, Cessão de herança"
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional,"capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns, Habilitação de licitante","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns, Habilitação de licitante, Capacidade técnico-operacional","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns, Habilitação de licitante, Capacidade técnico-operacional, Competitividade","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns, Habilitação de licitante, Capacidade técnico-operacional, Competitividade, Tipo de licitação","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns, Habilitação de licitante, Capacidade técnico-operacional, Competitividade, Tipo de licitação, Parcela de maior relevância","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns, Habilitação de licitante, Capacidade técnico-operacional, Competitividade, Tipo de licitação, Parcela de maior relevância, Licitação de técnica e preço","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns, Habilitação de licitante, Capacidade técnico-operacional, Competitividade, Tipo de licitação, Parcela de maior relevância, Licitação de técnica e preço","capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação - Capacidade técnico-profissional, Bens comuns, Habilitação de licitante, Capacidade técnico-operacional, Competitividade, Tipo de licitação, Parcela de maior relevância, Licitação de técnica e preço"
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia,"extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo, Contratações públicas","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo, Contratações públicas, Alteração contratual","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo, Contratações públicas, Alteração contratual, Obra pública","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo, Contratações públicas, Alteração contratual, Obra pública, Obras, serviços ou compras de grande vulto","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo, Contratações públicas, Alteração contratual, Obra pública, Obras, serviços ou compras de grande vulto, Aditivo","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo, Contratações públicas, Alteração contratual, Obra pública, Obras, serviços ou compras de grande vulto, Aditivo, Avaliação de riscos","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo, Contratações públicas, Alteração contratual, Obra pública, Obras, serviços ou compras de grande vulto, Aditivo, Avaliação de riscos, Execução de obras e serviços","extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços - Obras e serviços de engenharia, Alteração por acordo, Contratações públicas, Alteração contratual, Obra pública, Obras, serviços ou compras de grande vulto, Aditivo, Avaliação de riscos, Execução de obras e serviços"
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil,"responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo","responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo, Omissão no dever de prestar contas","responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo, Omissão no dever de prestar contas, Conduta omissiva","responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo, Omissão no dever de prestar contas, Conduta omissiva, Gestor público","responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo, Omissão no dever de prestar contas, Conduta omissiva, Gestor público, Herdeiro","responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo, Omissão no dever de prestar contas, Conduta omissiva, Gestor público, Herdeiro","responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo, Omissão no dever de prestar contas, Conduta omissiva, Gestor público, Herdeiro","responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo, Omissão no dever de prestar contas, Conduta omissiva, Gestor público, Herdeiro","responsabilidade do gestor sucessor omissão do antecessor - Responsabilidade civil, Ato omissivo, Omissão no dever de prestar contas, Conduta omissiva, Gestor público, Herdeiro"
61,projeto de parceria público-privada modalidade,expression from LLM question,projeto de parceria público-privada modalidade - Modalidade de licitação,"projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada","projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada, Convênio","projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada, Convênio, Termo de parceria","projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada, Convênio, Termo de parceria, Projeto pedagógico","projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada, Convênio, Termo de parceria, Projeto pedagógico, Projeto de sistemas","projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada, Convênio, Termo de parceria, Projeto pedagógico, Projeto de sistemas, Concessão patrocinada","projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada, Convênio, Termo de parceria, Projeto pedagógico, Projeto de sistemas, Concessão patrocinada, Programa de Parcerias de Investimentos","projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada, Convênio, Termo de parceria, Projeto pedagógico, Projeto de sistemas, Concessão patrocinada, Programa de Parcerias de Investimentos, Sociedade de propósito específico","projeto de parceria público-privada modalidade - Modalidade de licitação, Empresa público-privada, Convênio, Termo de parceria, Projeto pedagógico, Projeto de sistemas, Concessão patrocinada, Programa de Parcerias de Investimentos, Sociedade de propósito específico"
62,objeto do certame contrato social licitante,expression from LLM question,objeto do certame contrato social licitante - Licitação,"objeto do certame contrato social licitante - Licitação, Contrato administrativo","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Sociedade comercial","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Sociedade comercial, Contrato de escopo","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Sociedade comercial, Contrato de escopo, Recebimento do objeto","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Sociedade comercial, Contrato de escopo, Recebimento do objeto, Cota social","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Sociedade comercial, Contrato de escopo, Recebimento do objeto, Cota social","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Sociedade comercial, Contrato de escopo, Recebimento do objeto, Cota social","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Sociedade comercial, Contrato de escopo, Recebimento do objeto, Cota social","objeto do certame contrato social licitante - Licitação, Contrato administrativo, Sociedade comercial, Contrato de escopo, Recebimento do objeto, Cota social"
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde,"responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, Assistência à saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, Assistência à saúde, Recursos públicos","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, Assistência à saúde, Recursos públicos, Gasto com saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, Assistência à saúde, Recursos públicos, Gasto com saúde, SUS","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, Assistência à saúde, Recursos públicos, Gasto com saúde, SUS, Prefeitura municipal","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, Assistência à saúde, Recursos públicos, Gasto com saúde, SUS, Prefeitura municipal, Governança em saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, Assistência à saúde, Recursos públicos, Gasto com saúde, SUS, Prefeitura municipal, Governança em saúde, Conselho de Saúde","responsabilidade gestão dos recursos Fundo Municipal de Saúde - Fundos de saúde, Fundo Nacional de Saúde, Assistência à saúde, Recursos públicos, Gasto com saúde, SUS, Prefeitura municipal, Governança em saúde, Conselho de Saúde"
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica,"pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço","pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço, Orçamento estimativo","pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço, Orçamento estimativo, Preço de mercado","pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço, Orçamento estimativo, Preço de mercado, Mercado de ações","pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço, Orçamento estimativo, Preço de mercado, Mercado de ações, Mercado de capitais","pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço, Orçamento estimativo, Preço de mercado, Mercado de ações, Mercado de capitais, Capitalização de mercado","pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço, Orçamento estimativo, Preço de mercado, Mercado de ações, Mercado de capitais, Capitalização de mercado, Orçamento de investimento","pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço, Orçamento estimativo, Preço de mercado, Mercado de ações, Mercado de capitais, Capitalização de mercado, Orçamento de investimento, Orçamento detalhado","pesquisa de mercado orçamento fornecedores - Pesquisa tecnológica, Pesquisa de preço, Orçamento estimativo, Preço de mercado, Mercado de ações, Mercado de capitais, Capitalização de mercado, Orçamento de investimento, Orçamento detalhado"
65,pesquisa de preços obrigatória em licitações,expression from LLM question,pesquisa de preços obrigatória em licitações - Pesquisa de preço,"pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica, Licitação","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica, Licitação, Cláusula obrigatória","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica, Licitação, Cláusula obrigatória, Proposta técnica","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica, Licitação, Cláusula obrigatória, Proposta técnica, Planilha de custos e formação de preços","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica, Licitação, Cláusula obrigatória, Proposta técnica, Planilha de custos e formação de preços, Tipo de licitação","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica, Licitação, Cláusula obrigatória, Proposta técnica, Planilha de custos e formação de preços, Tipo de licitação, Preço estimado","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica, Licitação, Cláusula obrigatória, Proposta técnica, Planilha de custos e formação de preços, Tipo de licitação, Preço estimado, Preço médio","pesquisa de preços obrigatória em licitações - Pesquisa de preço, Pesquisa tecnológica, Licitação, Cláusula obrigatória, Proposta técnica, Planilha de custos e formação de preços, Tipo de licitação, Preço estimado, Preço médio"
66,vantajosidade adesão à ata,expression from LLM question,vantajosidade adesão à ata - Vínculo,"vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços","vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços, Cumprimento","vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços, Cumprimento, Ata de registro de preços","vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços, Cumprimento, Ata de registro de preços, Registro de preços","vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços, Cumprimento, Ata de registro de preços, Registro de preços, Assinatura","vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços, Cumprimento, Ata de registro de preços, Registro de preços, Assinatura, Avalista","vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços, Cumprimento, Ata de registro de preços, Registro de preços, Assinatura, Avalista","vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços, Cumprimento, Ata de registro de preços, Registro de preços, Assinatura, Avalista","vantajosidade adesão à ata - Vínculo, Adesão à ata de registro de preços, Cumprimento, Ata de registro de preços, Registro de preços, Assinatura, Avalista"
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo,"compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Contratado","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Contratado, Supressão","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Contratado, Supressão, Remuneração","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Contratado, Supressão, Remuneração, Consenso","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Contratado, Supressão, Remuneração, Consenso, Licitação","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Contratado, Supressão, Remuneração, Consenso, Licitação, Rescisão contratual","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Contratado, Supressão, Remuneração, Consenso, Licitação, Rescisão contratual, Reenquadramento","compensação entre acréscimos e supressões contratos administrativos - Contrato administrativo, Acréscimo, Contratado, Supressão, Remuneração, Consenso, Licitação, Rescisão contratual, Reenquadramento"
68,vedado restabelecimento item suprimido,expression from LLM question,vedado restabelecimento item suprimido - Impossibilidade,"vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho","vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho, Reajuste","vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho, Reajuste, Insumo","vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho, Reajuste, Insumo, Acervo bibliográfico","vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho, Reajuste, Insumo, Acervo bibliográfico, Repristinação","vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho, Reajuste, Insumo, Acervo bibliográfico, Repristinação, Afastamento preventivo","vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho, Reajuste, Insumo, Acervo bibliográfico, Repristinação, Afastamento preventivo, Revogação","vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho, Reajuste, Insumo, Acervo bibliográfico, Repristinação, Afastamento preventivo, Revogação, Afastamento de responsável","vedado restabelecimento item suprimido - Impossibilidade, Anulação de empenho, Reajuste, Insumo, Acervo bibliográfico, Repristinação, Afastamento preventivo, Revogação, Afastamento de responsável, Exceção de coisa julgada"
69,marca aquisição cartuchos,expression from LLM question,marca aquisição cartuchos - Recolhimento,"marca aquisição cartuchos - Recolhimento, Patente","marca aquisição cartuchos - Recolhimento, Patente, Contratações públicas","marca aquisição cartuchos - Recolhimento, Patente, Contratações públicas, Adquirente","marca aquisição cartuchos - Recolhimento, Patente, Contratações públicas, Adquirente, Compra e venda","marca aquisição cartuchos - Recolhimento, Patente, Contratações públicas, Adquirente, Compra e venda, Propriedade industrial","marca aquisição cartuchos - Recolhimento, Patente, Contratações públicas, Adquirente, Compra e venda, Propriedade industrial, Munição","marca aquisição cartuchos - Recolhimento, Patente, Contratações públicas, Adquirente, Compra e venda, Propriedade industrial, Munição, Estabelecimento comercial","marca aquisição cartuchos - Recolhimento, Patente, Contratações públicas, Adquirente, Compra e venda, Propriedade industrial, Munição, Estabelecimento comercial","marca aquisição cartuchos - Recolhimento, Patente, Contratações públicas, Adquirente, Compra e venda, Propriedade industrial, Munição, Estabelecimento comercial"
70,SUS recursos União competência do TCU,expression from LLM question,SUS recursos União competência do TCU - Competência da União,"SUS recursos União competência do TCU - Competência da União, Competência organizacional","SUS recursos União competência do TCU - Competência da União, Competência organizacional, Representação","SUS recursos União competência do TCU - Competência da União, Competência organizacional, Representação, Lei Orgânica do TCU","SUS recursos União competência do TCU - Competência da União, Competência organizacional, Representação, Lei Orgânica do TCU, Rede de atenção à saúde","SUS recursos União competência do TCU - Competência da União, Competência organizacional, Representação, Lei Orgânica do TCU, Rede de atenção à saúde, União Federal","SUS recursos União competência do TCU - Competência da União, Competência organizacional, Representação, Lei Orgânica do TCU, Rede de atenção à saúde, União Federal, Competência comum","SUS recursos União competência do TCU - Competência da União, Competência organizacional, Representação, Lei Orgânica do TCU, Rede de atenção à saúde, União Federal, Competência comum","SUS recursos União competência do TCU - Competência da União, Competência organizacional, Representação, Lei Orgânica do TCU, Rede de atenção à saúde, União Federal, Competência comum","SUS recursos União competência do TCU - Competência da União, Competência organizacional, Representação, Lei Orgânica do TCU, Rede de atenção à saúde, União Federal, Competência comum"
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,preços referenciais sistemas oficiais estimativa de custos - Custo,"preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado","preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado, Sistema de custos","preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado, Sistema de custos, Estimativa de preço","preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado, Sistema de custos, Estimativa de preço, Preço","preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado, Sistema de custos, Estimativa de preço, Preço, Termo de referência","preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado, Sistema de custos, Estimativa de preço, Preço, Termo de referência, Empenho estimativo","preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado, Sistema de custos, Estimativa de preço, Preço, Termo de referência, Empenho estimativo, Contabilidade de custos","preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado, Sistema de custos, Estimativa de preço, Preço, Termo de referência, Empenho estimativo, Contabilidade de custos, Sinapi","preços referenciais sistemas oficiais estimativa de custos - Custo, Preço estimado, Sistema de custos, Estimativa de preço, Preço, Termo de referência, Empenho estimativo, Contabilidade de custos, Sinapi"
72,ponderação técnica e preço,expression from LLM question,ponderação técnica e preço - Licitação de técnica e preço,"ponderação técnica e preço - Licitação de técnica e preço, Preço médio","ponderação técnica e preço - Licitação de técnica e preço, Preço médio, Preço de mercado","ponderação técnica e preço - Licitação de técnica e preço, Preço médio, Preço de mercado, Proposta técnica","ponderação técnica e preço - Licitação de técnica e preço, Preço médio, Preço de mercado, Proposta técnica, Preço máximo","ponderação técnica e preço - Licitação de técnica e preço, Preço médio, Preço de mercado, Proposta técnica, Preço máximo, Preço estimado","ponderação técnica e preço - Licitação de técnica e preço, Preço médio, Preço de mercado, Proposta técnica, Preço máximo, Preço estimado, Técnica jurídica","ponderação técnica e preço - Licitação de técnica e preço, Preço médio, Preço de mercado, Proposta técnica, Preço máximo, Preço estimado, Técnica jurídica, Preço global","ponderação técnica e preço - Licitação de técnica e preço, Preço médio, Preço de mercado, Proposta técnica, Preço máximo, Preço estimado, Técnica jurídica, Preço global","ponderação técnica e preço - Licitação de técnica e preço, Preço médio, Preço de mercado, Proposta técnica, Preço máximo, Preço estimado, Técnica jurídica, Preço global"
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço,"pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado","pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado, Proposta técnica","pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado, Proposta técnica, Proposta","pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado, Proposta técnica, Proposta, Licitação","pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado, Proposta técnica, Proposta, Licitação, Preço médio","pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado, Proposta técnica, Proposta, Licitação, Preço médio, Proposta de preço","pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado, Proposta técnica, Proposta, Licitação, Preço médio, Proposta de preço, Preço estimado","pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado, Proposta técnica, Proposta, Licitação, Preço médio, Proposta de preço, Preço estimado","pontuação desarrazoada licitações técnica e preço - Licitação de técnica e preço, Preço de mercado, Proposta técnica, Proposta, Licitação, Preço médio, Proposta de preço, Preço estimado"
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,prorrogação de contrato administrativo término prazo de vigência - Contratado,"prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual","prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual, Termo final","prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual, Termo final, Aditivo","prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual, Termo final, Aditivo","prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual, Termo final, Aditivo","prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual, Termo final, Aditivo","prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual, Termo final, Aditivo","prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual, Termo final, Aditivo","prorrogação de contrato administrativo término prazo de vigência - Contratado, Rescisão contratual, Termo final, Aditivo"
