QUERY_ID,DOC_ID,RANK,ENGINE
67,17089,2,TCU_Search
67,11611,3,TCU_Search
67,11612,4,TCU_Search
67,104455,5,TCU_Search
67,18001,6,TCU_Search
67,17022,7,TCU_Search
67,17209,8,TCU_Search
67,49135,9,TCU_Search
67,18020,10,TCU_Search
67,17204,11,TCU_Search
67,17206,12,TCU_Search
67,18936,13,TCU_Search
67,17068,14,TCU_Search
67,134594,15,TCU_Search
67,17207,16,TCU_Search
67,109711,17,TCU_Search
67,67219,18,TCU_Search
67,18016,19,TCU_Search
67,17205,20,TCU_Search
68,104455,1,TCU_Search
69,34146,1,TCU_Search
69,21867,2,TCU_Search
69,13633,3,TCU_Search
69,34132,4,TCU_Search
70,40641,1,TCU_Search
70,9775,2,TCU_Search
70,106570,3,TCU_Search
70,82005,4,TCU_Search
70,29129,5,TCU_Search
70,31005,6,TCU_Search
70,25573,7,TCU_Search
70,13553,8,TCU_Search
70,18900,9,TCU_Search
71,22165,1,TCU_Search
71,22164,2,TCU_Search
71,21264,3,TCU_Search
72,21229,1,TCU_Search
72,21159,2,TCU_Search
72,20969,3,TCU_Search
72,20970,4,TCU_Search
72,34126,5,TCU_Search
72,20506,6,TCU_Search
72,20870,7,TCU_Search
72,20971,8,TCU_Search
72,20869,9,TCU_Search
72,31601,10,TCU_Search
72,20871,11,TCU_Search
72,21072,12,TCU_Search
72,34233,13,TCU_Search
72,20585,14,TCU_Search
72,21207,15,TCU_Search
72,53641,16,TCU_Search
72,15740,17,TCU_Search
72,18915,18,TCU_Search
72,37613,19,TCU_Search
72,31689,20,TCU_Search
73,133563,1,TCU_Search
73,33082,2,TCU_Search
74,693,1,TCU_Search
74,31101,2,TCU_Search
74,18409,3,TCU_Search
74,18954,4,TCU_Search
75,105994,1,TCU_Search
76,33621,1,TCU_Search
76,29832,2,TCU_Search
76,32034,3,TCU_Search
76,32024,4,TCU_Search
76,29664,5,TCU_Search
76,29854,6,TCU_Search
76,32402,7,TCU_Search
77,17105,1,TCU_Search
78,71456,1,TCU_Search
78,17895,2,TCU_Search
78,17173,3,TCU_Search
78,19398,4,TCU_Search
78,14895,5,TCU_Search
79,34290,1,TCU_Search
79,31507,2,TCU_Search
80,31108,1,TCU_Search
80,31104,2,TCU_Search
80,21100,3,TCU_Search
81,42821,1,TCU_Search
81,42820,2,TCU_Search
82,17220,1,TCU_Search
83,33083,1,TCU_Search
83,33080,2,TCU_Search
83,33081,3,TCU_Search
83,33937,4,TCU_Search
85,22781,1,TCU_Search
85,43098,2,TCU_Search
85,33083,3,TCU_Search
86,18309,1,TCU_Search
86,19403,2,TCU_Search
86,55237,3,TCU_Search
86,85586,4,TCU_Search
86,75210,5,TCU_Search
86,20558,6,TCU_Search
86,104236,7,TCU_Search
86,20495,8,TCU_Search
86,18264,9,TCU_Search
86,50095,10,TCU_Search
86,18911,11,TCU_Search
87,122028,1,TCU_Search
87,21053,2,TCU_Search
88,22780,1,TCU_Search
88,15885,2,TCU_Search
88,129357,3,TCU_Search
90,79794,1,TCU_Search
90,135758,2,TCU_Search
90,16911,3,TCU_Search
91,21201,1,TCU_Search
91,110879,2,TCU_Search
92,45379,1,TCU_Search
93,20797,1,TCU_Search
94,135564,1,TCU_Search
94,69027,2,TCU_Search
94,54235,3,TCU_Search
94,133779,4,TCU_Search
94,110655,5,TCU_Search
94,26483,6,TCU_Search
94,135785,7,TCU_Search
94,82026,8,TCU_Search
95,27209,1,TCU_Search
95,86727,2,TCU_Search
95,43507,3,TCU_Search
95,61975,4,TCU_Search
95,17306,5,TCU_Search
95,20581,6,TCU_Search
95,85914,7,TCU_Search
95,35676,8,TCU_Search
96,72668,1,TCU_Search
97,452,1,TCU_Search
98,43880,1,TCU_Search
98,75129,2,TCU_Search
99,64928,1,TCU_Search
100,17892,1,TCU_Search
100,18278,2,TCU_Search
100,31239,3,TCU_Search
101,2845,1,TCU_Search
117,17090,1,TCU_Search
117,17249,2,TCU_Search
122,20506,1,TCU_Search
137,122028,1,TCU_Search
140,79794,1,TCU_Search
140,135758,2,TCU_Search
145,27209,1,TCU_Search
145,86727,2,TCU_Search
145,43507,3,TCU_Search
145,61975,4,TCU_Search
149,64928,1,TCU_Search
